,bbox_list
43e19ff7d.jpg,"[(49, 261, 240, 427), (425, 595, 452, 609), (548, 691, 654, 768)]"
43e33a8a4.jpg,"[(169, 447, 188, 475), (203, 491, 221, 521)]"
43e6c9548.jpg,"[(43, 338, 77, 575)]"
43e7675b4.jpg,"[(714, 15, 726, 29), (565, 558, 676, 656)]"
43e776340.jpg,"[(41, 161, 78, 231), (29, 703, 59, 758)]"
43e8cb1b7.jpg,"[(65, 36, 91, 155)]"
43e9a0907.jpg,"[(416, 579, 703, 668)]"
43e9d9cc9.jpg,"[(515, 463, 554, 500)]"
43eafb132.jpg,"[(0, 573, 6, 584)]"
43eebfb4a.jpg,"[(637, 155, 650, 167), (683, 167, 693, 183), (683, 198, 689, 217), (280, 643, 290, 650)]"
43f44815e.jpg,"[(737, 726, 742, 731)]"
43fa8864a.jpg,"[(644, 213, 708, 409)]"
43fd5b082.jpg,"[(445, 477, 496, 588)]"
4402f513e.jpg,"[(398, 74, 416, 91), (297, 109, 366, 172)]"
440a5eefd.jpg,"[(103, 18, 116, 30)]"
440c9fd11.jpg,"[(30, 453, 163, 581)]"
4411e2635.jpg,"[(363, 388, 473, 673)]"
4413f2ac8.jpg,"[(676, 125, 760, 261), (32, 541, 184, 768)]"
441685a59.jpg,"[(398, 69, 413, 90)]"
441b224b9.jpg,"[(279, 396, 292, 413)]"
441b3befd.jpg,"[(35, 626, 145, 713)]"
441cb80db.jpg,"[(654, 439, 678, 466), (43, 604, 119, 671)]"
441df1aec.jpg,"[(711, 422, 736, 477), (103, 456, 130, 560)]"
44212b748.jpg,"[(647, 328, 709, 487)]"
4422fe7d9.jpg,"[(260, 25, 303, 61), (555, 176, 628, 258), (394, 472, 449, 521)]"
4426b606c.jpg,"[(202, 53, 212, 64), (175, 174, 185, 184)]"
442a34497.jpg,"[(509, 410, 587, 442)]"
442db7522.jpg,"[(60, 199, 72, 211)]"
442dc04b7.jpg,"[(472, 0, 529, 68), (31, 413, 102, 471), (118, 450, 144, 479), (76, 530, 224, 614), (402, 603, 455, 643), (137, 609, 223, 657)]"
442e8bca4.jpg,"[(204, 135, 217, 148)]"
44324005c.jpg,"[(140, 51, 164, 72), (31, 292, 113, 358)]"
44333ca13.jpg,"[(159, 20, 265, 306)]"
44383e0da.jpg,"[(508, 261, 528, 280)]"
443b094e2.jpg,"[(134, 586, 174, 610), (652, 606, 754, 687)]"
443cdad31.jpg,"[(644, 158, 664, 174), (178, 725, 187, 735)]"
443dba3fa.jpg,"[(10, 330, 30, 345)]"
443edb6c9.jpg,"[(250, 236, 323, 290), (359, 296, 385, 318)]"
44404f0a9.jpg,"[(621, 720, 626, 733)]"
444061b0e.jpg,"[(250, 78, 280, 91)]"
444259024.jpg,"[(0, 425, 84, 524)]"
44488d648.jpg,"[(528, 590, 565, 609)]"
4448e76bb.jpg,"[(471, 659, 545, 737), (734, 667, 768, 755)]"
444989db3.jpg,"[(621, 129, 672, 215), (318, 161, 415, 219), (14, 612, 68, 658)]"
444bcc889.jpg,"[(106, 351, 212, 440), (377, 443, 477, 477), (443, 518, 475, 590)]"
444bf3a1a.jpg,"[(190, 539, 207, 566)]"
444db3028.jpg,"[(467, 0, 511, 183), (541, 81, 555, 98), (453, 112, 468, 132), (532, 217, 566, 258), (566, 299, 578, 315), (281, 523, 436, 661)]"
444e713a7.jpg,"[(88, 259, 99, 269), (72, 567, 83, 579)]"
444e9617e.jpg,"[(592, 393, 606, 411), (98, 541, 152, 597), (640, 637, 729, 768)]"
445078c85.jpg,"[(715, 420, 732, 435)]"
4450e5c92.jpg,"[(403, 521, 432, 604)]"
44596b164.jpg,"[(54, 261, 293, 443)]"
445a61105.jpg,"[(90, 36, 98, 49)]"
445a7034f.jpg,"[(397, 337, 414, 397)]"
4460d9522.jpg,"[(265, 519, 275, 541)]"
4461f1f2f.jpg,"[(713, 687, 735, 711)]"
446273879.jpg,"[(52, 147, 83, 184)]"
446636450.jpg,"[(461, 242, 477, 257)]"
4466fd68d.jpg,"[(522, 173, 549, 200), (641, 322, 669, 338)]"
4467afb68.jpg,"[(239, 44, 245, 54), (11, 129, 30, 146)]"
4468795e1.jpg,"[(228, 306, 286, 360)]"
4469ec824.jpg,"[(629, 467, 644, 483)]"
446b18a06.jpg,"[(540, 194, 613, 285)]"
446cccb5c.jpg,"[(523, 112, 542, 126), (275, 596, 334, 691)]"
446e31ab0.jpg,"[(0, 21, 99, 119), (288, 78, 393, 176), (580, 554, 633, 625), (552, 663, 571, 688)]"
446fa8e20.jpg,"[(731, 259, 766, 293), (682, 309, 696, 322)]"
4474a6e5f.jpg,"[(387, 591, 398, 597), (32, 637, 45, 649), (300, 644, 311, 649), (153, 690, 162, 702), (272, 730, 286, 745)]"
4474aa949.jpg,"[(726, 41, 768, 127), (141, 485, 222, 612)]"
4474c5d72.jpg,"[(500, 13, 750, 198)]"
4477e5746.jpg,"[(254, 260, 328, 286), (286, 288, 292, 289), (297, 289, 302, 290)]"
447b6a601.jpg,"[(540, 385, 552, 411)]"
447c7b46e.jpg,"[(646, 593, 695, 636)]"
447de2b0c.jpg,"[(283, 269, 465, 564)]"
4480c9bc8.jpg,"[(138, 698, 143, 720)]"
4481ac553.jpg,"[(691, 162, 699, 170), (643, 436, 668, 468)]"
448990057.jpg,"[(504, 150, 527, 187), (413, 267, 468, 344)]"
4489ab986.jpg,"[(67, 265, 99, 289), (556, 290, 576, 338), (183, 706, 197, 728)]"
448a0f27a.jpg,"[(142, 275, 152, 289), (138, 356, 162, 426)]"
448c4c3c5.jpg,"[(138, 456, 379, 544)]"
448f8134d.jpg,"[(473, 0, 554, 143), (93, 115, 143, 208)]"
449145852.jpg,"[(251, 192, 257, 197), (283, 230, 289, 234), (375, 688, 383, 693), (507, 694, 512, 700)]"
44942f11f.jpg,"[(518, 588, 608, 758)]"
449871343.jpg,"[(32, 136, 230, 365)]"
449b03826.jpg,"[(175, 600, 222, 645)]"
449e71a3e.jpg,"[(703, 31, 727, 109), (415, 125, 436, 188), (431, 333, 452, 399), (250, 387, 277, 467), (608, 400, 640, 481), (739, 594, 759, 635), (153, 611, 173, 644), (474, 632, 491, 677), (690, 728, 699, 745)]"
449eb805d.jpg,"[(565, 276, 603, 368)]"
44a1ff6b5.jpg,"[(228, 658, 248, 687)]"
44a6d3b89.jpg,"[(642, 129, 650, 150), (684, 586, 695, 611)]"
44a75617d.jpg,"[(495, 578, 508, 607)]"
44a897282.jpg,"[(3, 207, 42, 244)]"
44a917767.jpg,"[(659, 521, 718, 559)]"
44a9f1914.jpg,"[(70, 415, 96, 435)]"
44aa7e83a.jpg,"[(385, 367, 424, 454), (426, 650, 435, 659)]"
44aa95a25.jpg,"[(98, 12, 124, 79), (28, 285, 49, 350), (24, 437, 46, 497)]"
44ad5c249.jpg,"[(24, 204, 139, 340)]"
44ad7157c.jpg,"[(434, 44, 452, 79), (258, 428, 276, 450)]"
44b0924f8.jpg,"[(383, 119, 444, 233), (663, 369, 727, 426)]"
44b0d77f7.jpg,"[(466, 379, 682, 622)]"
44b2468d7.jpg,"[(502, 193, 524, 215), (608, 209, 628, 228)]"
44b53abcf.jpg,"[(69, 0, 194, 126)]"
44b821029.jpg,"[(287, 524, 327, 738)]"
44b8c003c.jpg,"[(395, 747, 430, 768)]"
44b9b1a20.jpg,"[(136, 281, 144, 298), (128, 300, 139, 326)]"
44ba75a72.jpg,"[(396, 578, 481, 742)]"
44baea1bb.jpg,"[(400, 474, 420, 495)]"
44bafe115.jpg,"[(504, 72, 513, 88)]"
44bd9b670.jpg,"[(228, 25, 246, 79), (667, 346, 729, 405)]"
44be267c8.jpg,"[(64, 0, 118, 25), (46, 6, 60, 21), (267, 97, 304, 131), (12, 414, 58, 429)]"
44c223b26.jpg,"[(384, 318, 494, 415), (289, 571, 412, 666)]"
44c3651a2.jpg,"[(22, 616, 48, 642)]"
44c464cf7.jpg,"[(0, 145, 139, 388)]"
44c592564.jpg,"[(60, 200, 110, 305)]"
44c7e9889.jpg,"[(289, 620, 305, 635), (127, 743, 143, 756)]"
44ce50be1.jpg,"[(527, 457, 561, 482), (661, 545, 679, 564)]"
44d1c540d.jpg,"[(112, 236, 191, 528)]"
44d2282cb.jpg,"[(13, 132, 32, 147)]"
44d40119e.jpg,"[(635, 156, 759, 260), (415, 181, 514, 251), (25, 235, 193, 288), (351, 300, 387, 326), (637, 582, 760, 661), (87, 693, 206, 751)]"
44d6f9628.jpg,"[(239, 578, 252, 607)]"
44e2bb761.jpg,"[(214, 165, 272, 187), (287, 169, 309, 181), (553, 477, 613, 501), (630, 485, 660, 502), (298, 701, 331, 727), (219, 704, 293, 747)]"
44e36ac80.jpg,"[(72, 500, 115, 612)]"
44e39b2e3.jpg,"[(208, 126, 222, 151)]"
44e473228.jpg,"[(399, 254, 413, 278)]"
44e546adb.jpg,"[(695, 213, 706, 228)]"
44e5d9d62.jpg,"[(12, 739, 28, 751)]"
44e67acb0.jpg,"[(550, 213, 566, 230)]"
44e892826.jpg,"[(313, 638, 349, 671)]"
44e8a9899.jpg,"[(479, 20, 500, 42), (453, 59, 466, 72), (460, 72, 478, 92), (435, 112, 450, 127), (572, 128, 593, 150), (479, 130, 495, 144), (544, 155, 559, 169), (600, 168, 620, 185), (622, 193, 638, 205), (754, 357, 768, 387)]"
44e90c508.jpg,"[(264, 573, 347, 742)]"
44e9ee869.jpg,"[(246, 586, 264, 606), (302, 672, 355, 734)]"
44ea1a5ee.jpg,"[(412, 369, 567, 451)]"
44ebbee2b.jpg,"[(66, 187, 98, 290)]"
44f53a120.jpg,"[(290, 97, 303, 112)]"
44f80aeec.jpg,"[(266, 326, 289, 338), (407, 353, 479, 391)]"
44f904cf5.jpg,"[(33, 30, 98, 96)]"
44fd122fe.jpg,"[(674, 45, 754, 100)]"
44fd87621.jpg,"[(31, 640, 40, 647)]"
45004dc00.jpg,"[(245, 43, 259, 52)]"
4501ca54b.jpg,"[(63, 16, 205, 273)]"
4501f12bc.jpg,"[(532, 230, 768, 299)]"
450211989.jpg,"[(349, 525, 359, 533)]"
45068f91c.jpg,"[(233, 511, 258, 526)]"
4509a610a.jpg,"[(96, 83, 102, 88), (101, 98, 108, 105), (110, 140, 116, 147)]"
450a38ccd.jpg,"[(215, 89, 225, 104)]"
450af028a.jpg,"[(363, 645, 448, 752)]"
450b69047.jpg,"[(257, 650, 315, 689)]"
450c64160.jpg,"[(320, 49, 350, 93), (619, 71, 689, 141), (130, 306, 145, 323), (147, 330, 182, 433), (466, 393, 517, 472)]"
450f02055.jpg,"[(714, 167, 724, 190), (679, 349, 696, 399)]"
45108bd0b.jpg,"[(688, 415, 708, 438), (612, 728, 619, 748)]"
451173004.jpg,"[(545, 108, 561, 123), (383, 231, 399, 244), (139, 296, 238, 397)]"
451228941.jpg,"[(156, 281, 176, 365), (229, 320, 236, 336), (209, 322, 218, 335), (304, 419, 335, 477), (334, 434, 357, 464), (191, 687, 292, 744)]"
45132aa5c.jpg,"[(197, 302, 275, 386), (570, 382, 576, 398), (652, 447, 717, 519), (517, 465, 526, 476), (327, 486, 350, 494), (296, 550, 365, 627)]"
451506b24.jpg,"[(708, 33, 730, 94), (350, 426, 372, 454), (433, 484, 479, 564), (659, 553, 689, 603), (513, 627, 542, 679), (692, 709, 724, 768), (308, 710, 335, 754)]"
45151de8c.jpg,"[(476, 47, 488, 57), (480, 113, 486, 121), (491, 116, 496, 127), (363, 356, 374, 376)]"
4516dc547.jpg,"[(605, 206, 768, 455)]"
4517131e9.jpg,"[(389, 357, 453, 446), (323, 535, 362, 602), (692, 603, 741, 682)]"
451899add.jpg,"[(556, 409, 634, 552)]"
451dc3eef.jpg,"[(527, 113, 532, 120)]"
451f0652c.jpg,"[(398, 526, 406, 543)]"
451f96036.jpg,"[(252, 578, 255, 584)]"
452054b0f.jpg,"[(67, 506, 144, 564), (676, 685, 716, 717)]"
4521e25d3.jpg,"[(326, 485, 421, 551)]"
452266b78.jpg,"[(526, 342, 541, 355)]"
4522d517d.jpg,"[(709, 410, 717, 419), (711, 520, 768, 597), (439, 620, 461, 642), (215, 646, 238, 667)]"
45277e4da.jpg,"[(629, 163, 643, 177)]"
4528d23ba.jpg,"[(253, 228, 275, 250)]"
452a7a5c9.jpg,"[(543, 530, 554, 541)]"
452dbbc59.jpg,"[(401, 267, 500, 367)]"
452fdfa9c.jpg,"[(282, 273, 344, 352)]"
453248582.jpg,"[(617, 193, 627, 203)]"
453520726.jpg,"[(422, 398, 487, 446)]"
453a28801.jpg,"[(272, 242, 293, 264), (434, 490, 495, 569)]"
453c5866a.jpg,"[(303, 646, 309, 654)]"
453d6cdbf.jpg,"[(573, 754, 579, 765)]"
453f1f5e1.jpg,"[(67, 201, 201, 373)]"
45404b225.jpg,"[(599, 24, 604, 32), (137, 132, 145, 143), (587, 340, 596, 352), (131, 356, 139, 363)]"
45430a7cb.jpg,"[(431, 561, 456, 582)]"
454442ef3.jpg,"[(556, 612, 566, 622)]"
4546c9810.jpg,"[(638, 300, 743, 459)]"
455189721.jpg,"[(682, 610, 768, 656)]"
4553ca011.jpg,"[(608, 70, 635, 112), (255, 288, 350, 404)]"
4554349b4.jpg,"[(591, 99, 677, 148), (664, 346, 751, 389), (111, 436, 129, 459), (48, 490, 99, 564), (314, 591, 335, 613), (656, 625, 716, 664), (238, 643, 294, 716)]"
4556bc2ab.jpg,"[(426, 556, 442, 580)]"
456a87a6c.jpg,"[(197, 0, 330, 174), (331, 207, 471, 412), (592, 381, 606, 396)]"
456b62394.jpg,"[(344, 396, 354, 410)]"
456e76d67.jpg,"[(437, 518, 591, 632)]"
456f85c92.jpg,"[(48, 545, 69, 607), (156, 637, 177, 700)]"
45702d6e1.jpg,"[(323, 449, 332, 466)]"
4570f15ef.jpg,"[(699, 317, 761, 377)]"
45733d7bf.jpg,"[(500, 234, 519, 244)]"
4573befa3.jpg,"[(750, 28, 768, 61)]"
45753edf4.jpg,"[(94, 530, 117, 574), (682, 637, 719, 672), (653, 645, 708, 692), (659, 682, 699, 709)]"
4576a20fa.jpg,"[(244, 39, 284, 108)]"
457ccfd29.jpg,"[(495, 0, 599, 208)]"
4584a6187.jpg,"[(635, 515, 689, 687)]"
4587d667e.jpg,"[(711, 152, 725, 166)]"
45894da85.jpg,"[(0, 323, 105, 473), (102, 477, 240, 636), (337, 607, 379, 637), (271, 699, 309, 746)]"
4589cba92.jpg,"[(110, 538, 140, 558)]"
4589fc631.jpg,"[(309, 485, 385, 669)]"
458aba0b4.jpg,"[(700, 438, 709, 447)]"
458bef4f3.jpg,"[(548, 256, 557, 270)]"
458d1f2f7.jpg,"[(147, 0, 281, 222)]"
4590ff049.jpg,"[(645, 522, 768, 573)]"
45971ad97.jpg,"[(388, 708, 405, 723)]"
4598e8e8b.jpg,"[(534, 384, 557, 437), (517, 453, 536, 504), (473, 586, 509, 657), (452, 668, 478, 717)]"
459a3329d.jpg,"[(721, 129, 735, 151), (315, 427, 326, 456), (479, 569, 496, 597)]"
459a7e591.jpg,"[(253, 73, 313, 119), (169, 373, 212, 404), (677, 487, 768, 626)]"
459aed250.jpg,"[(476, 42, 513, 248)]"
459de5394.jpg,"[(529, 336, 548, 344)]"
459ed977c.jpg,"[(497, 401, 591, 471)]"
45a161bf7.jpg,"[(475, 531, 479, 540)]"
45a3d8946.jpg,"[(521, 451, 533, 462), (66, 731, 83, 747)]"
45a6f00a9.jpg,"[(675, 378, 695, 387), (299, 517, 316, 524)]"
45a86b208.jpg,"[(82, 53, 134, 107), (343, 371, 405, 431)]"
45a99fea8.jpg,"[(444, 92, 488, 142)]"
45aad98da.jpg,"[(113, 0, 123, 8)]"
45b12ad18.jpg,"[(490, 137, 598, 206)]"
45b2b4f13.jpg,"[(205, 370, 252, 410)]"
45b3b0a4e.jpg,"[(460, 79, 592, 314)]"
45b5a36e4.jpg,"[(273, 80, 292, 88)]"
45b8927c0.jpg,"[(393, 363, 408, 387), (352, 423, 365, 440)]"
45b9adef5.jpg,"[(297, 368, 482, 533)]"
45bb159c6.jpg,"[(526, 629, 599, 768)]"
45bb9fddc.jpg,"[(352, 140, 611, 366), (478, 204, 544, 260)]"
45c081877.jpg,"[(593, 80, 598, 84), (366, 314, 373, 318)]"
45c1a5a0b.jpg,"[(187, 671, 230, 738)]"
45c3dffcd.jpg,"[(374, 114, 569, 270)]"
45c45e8bd.jpg,"[(214, 559, 278, 710)]"
45c68a557.jpg,"[(314, 333, 428, 439)]"
45c717660.jpg,"[(756, 698, 766, 712)]"
45ca59914.jpg,"[(0, 293, 164, 485)]"
45cc8d6a3.jpg,"[(535, 312, 711, 597)]"
45cca0cd4.jpg,"[(517, 303, 605, 357)]"
45ce5268d.jpg,"[(248, 23, 328, 88)]"
45cecfd68.jpg,"[(112, 115, 159, 199), (606, 436, 706, 586)]"
45d418a64.jpg,"[(739, 730, 749, 748)]"
45d67ee01.jpg,"[(403, 521, 436, 555), (105, 639, 258, 768)]"
45d6cf8c3.jpg,"[(126, 12, 189, 66)]"
45daaa8b3.jpg,"[(369, 709, 391, 718)]"
45dfca588.jpg,"[(358, 57, 404, 89), (478, 123, 527, 156), (240, 239, 266, 255), (731, 262, 768, 294), (304, 345, 351, 380)]"
45e192ef3.jpg,"[(225, 472, 232, 483)]"
45e259a4b.jpg,"[(622, 720, 629, 725)]"
45e4433ca.jpg,"[(155, 69, 166, 83), (535, 622, 624, 665)]"
45e59f388.jpg,"[(703, 201, 757, 256)]"
45e9aa5c2.jpg,"[(604, 568, 694, 651)]"
45ea8500d.jpg,"[(94, 0, 123, 65)]"
45ecfcaee.jpg,"[(473, 238, 497, 295), (527, 250, 560, 310)]"
45f0088d1.jpg,"[(101, 214, 123, 291), (411, 584, 442, 715), (389, 730, 398, 743)]"
45f2afa60.jpg,"[(724, 703, 737, 709)]"
45f460faa.jpg,"[(104, 675, 159, 695)]"
45f461b00.jpg,"[(395, 413, 401, 419)]"
45f55fceb.jpg,"[(138, 190, 159, 216), (183, 259, 247, 338)]"
45fe47755.jpg,"[(59, 455, 72, 467), (45, 457, 55, 468), (57, 597, 81, 617), (146, 600, 164, 618), (61, 607, 84, 625), (181, 634, 209, 657), (196, 658, 225, 678), (199, 683, 233, 707), (235, 718, 255, 741)]"
46017e9cb.jpg,"[(716, 0, 757, 29)]"
46080b258.jpg,"[(494, 54, 499, 60), (330, 283, 337, 289)]"
460d4092f.jpg,"[(360, 51, 372, 62)]"
460f7cc4b.jpg,"[(19, 375, 69, 407)]"
461277633.jpg,"[(196, 198, 210, 207)]"
461a58a32.jpg,"[(574, 520, 649, 720)]"
461a5dcee.jpg,"[(37, 543, 316, 725)]"
461afb44c.jpg,"[(33, 115, 45, 132), (40, 151, 56, 164), (74, 200, 86, 219), (123, 396, 136, 416)]"
461b254de.jpg,"[(130, 195, 149, 228)]"
461cd94d9.jpg,"[(308, 178, 392, 254)]"
461f340f9.jpg,"[(283, 59, 316, 91), (212, 100, 270, 163), (179, 133, 237, 197), (91, 201, 124, 249)]"
461f9e3e6.jpg,"[(79, 250, 94, 258), (77, 256, 78, 257), (79, 257, 80, 258), (81, 258, 82, 259), (83, 259, 91, 264), (93, 259, 94, 260), (92, 261, 93, 262)]"
462267550.jpg,"[(570, 645, 582, 661)]"
4623067c6.jpg,"[(302, 214, 315, 232)]"
4623c9168.jpg,"[(225, 613, 300, 727)]"
4624024d7.jpg,"[(34, 339, 41, 348), (305, 636, 320, 650), (336, 640, 350, 654)]"
4628428ca.jpg,"[(564, 413, 585, 436)]"
462b33d3b.jpg,"[(512, 497, 530, 520)]"
46316a0bc.jpg,"[(645, 372, 654, 396), (644, 519, 672, 593)]"
46376305f.jpg,"[(153, 514, 354, 701)]"
4638563db.jpg,"[(491, 425, 537, 494)]"
4638c64b8.jpg,"[(348, 79, 372, 123)]"
463be5d05.jpg,"[(674, 126, 747, 332), (250, 148, 280, 287)]"
464422b4f.jpg,"[(298, 108, 321, 131), (264, 142, 287, 163), (394, 333, 410, 361)]"
4645c2912.jpg,"[(134, 353, 210, 443)]"
46490bbf9.jpg,"[(172, 517, 298, 612)]"
464997a1a.jpg,"[(477, 310, 484, 315)]"
464c0ba4f.jpg,"[(401, 615, 440, 650)]"
46507a0d0.jpg,"[(1, 6, 105, 64)]"
4652ba7ab.jpg,"[(76, 447, 95, 467)]"
4655d663b.jpg,"[(14, 408, 111, 563)]"
4655f8793.jpg,"[(708, 361, 765, 424), (5, 393, 41, 457), (463, 505, 512, 577), (746, 594, 768, 655), (349, 702, 391, 759)]"
4656c123c.jpg,"[(711, 223, 758, 321)]"
465e3f4a8.jpg,"[(439, 370, 458, 383)]"
466048462.jpg,"[(369, 0, 457, 294)]"
4660a895e.jpg,"[(700, 82, 711, 97)]"
4663936f0.jpg,"[(390, 176, 417, 230), (363, 187, 390, 237), (477, 422, 533, 479)]"
4664af3c8.jpg,"[(680, 417, 768, 472)]"
4665b830e.jpg,"[(603, 756, 612, 768)]"
466d1fbe0.jpg,"[(524, 443, 534, 455), (511, 448, 522, 459), (506, 469, 517, 482), (524, 473, 535, 483), (498, 478, 512, 499), (473, 479, 489, 495), (515, 487, 528, 502)]"
466f3e025.jpg,"[(560, 58, 593, 102)]"
46700ef97.jpg,"[(121, 535, 199, 733)]"
4670c8b4d.jpg,"[(484, 659, 503, 678)]"
4673287ee.jpg,"[(489, 335, 581, 562)]"
46732c544.jpg,"[(583, 729, 593, 735)]"
46738732d.jpg,"[(540, 577, 615, 761)]"
4673f9d88.jpg,"[(289, 553, 334, 642), (526, 572, 561, 650)]"
4677a3f62.jpg,"[(0, 137, 155, 423)]"
4677d120e.jpg,"[(401, 712, 438, 768)]"
467ae47de.jpg,"[(356, 176, 434, 252), (330, 234, 343, 250), (339, 259, 374, 319), (203, 492, 228, 505), (215, 506, 256, 530), (303, 527, 410, 578), (532, 642, 603, 666), (452, 648, 500, 669), (323, 651, 428, 677)]"
467c0417c.jpg,"[(317, 333, 342, 436), (607, 625, 633, 714)]"
467d7c152.jpg,"[(248, 595, 297, 690)]"
467e8aa61.jpg,"[(301, 85, 433, 118), (33, 239, 44, 252), (205, 641, 276, 680)]"
468491fa5.jpg,"[(110, 720, 117, 725)]"
4684b89f3.jpg,"[(378, 301, 389, 314)]"
4684dc70a.jpg,"[(745, 599, 755, 605)]"
4684ece3a.jpg,"[(100, 324, 117, 334)]"
4687e0571.jpg,"[(0, 333, 15, 357)]"
468e09604.jpg,"[(662, 547, 683, 567)]"
46918320c.jpg,"[(379, 275, 393, 290), (299, 319, 314, 335), (257, 345, 265, 355), (172, 456, 182, 464), (76, 578, 96, 594), (68, 615, 79, 626), (25, 622, 45, 642)]"
469243e50.jpg,"[(691, 357, 759, 428)]"
46932d15b.jpg,"[(670, 164, 688, 275), (670, 306, 694, 445)]"
4695d19a0.jpg,"[(224, 265, 245, 345)]"
4695ee51e.jpg,"[(551, 152, 556, 165), (541, 365, 555, 381)]"
4698a39c6.jpg,"[(625, 42, 634, 57)]"
4698e2654.jpg,"[(452, 87, 542, 193)]"
469a6cb24.jpg,"[(578, 226, 588, 236), (133, 593, 146, 603)]"
46a341778.jpg,"[(96, 500, 123, 529)]"
46a573d5e.jpg,"[(22, 486, 218, 588)]"
46a6a0ba4.jpg,"[(497, 647, 507, 653)]"
46a8aa0b9.jpg,"[(647, 626, 700, 713)]"
46ab7c5a4.jpg,"[(711, 617, 738, 690)]"
46af88d52.jpg,"[(412, 635, 441, 667)]"
46afd8d6b.jpg,"[(608, 516, 683, 568)]"
46afdfd98.jpg,"[(638, 581, 762, 606), (649, 624, 768, 650)]"
46b181d4d.jpg,"[(473, 42, 630, 211), (458, 84, 523, 153)]"
46b3bfd00.jpg,"[(701, 532, 712, 548)]"
46b4021a1.jpg,"[(285, 578, 298, 593), (76, 741, 93, 762)]"
46b87e21c.jpg,"[(179, 511, 251, 584)]"
46b90a610.jpg,"[(421, 1, 472, 156)]"
46bc087c0.jpg,"[(697, 170, 726, 225)]"
46bc85f52.jpg,"[(605, 543, 668, 700)]"
46be341fc.jpg,"[(11, 366, 39, 378)]"
46be742ee.jpg,"[(125, 179, 186, 238)]"
46be96928.jpg,"[(664, 30, 701, 92), (217, 32, 279, 108), (600, 158, 635, 227), (405, 179, 423, 197), (161, 385, 222, 466), (507, 441, 571, 535)]"
46bf9dd41.jpg,"[(118, 145, 340, 430)]"
46c0d1521.jpg,"[(374, 35, 446, 71)]"
46c1f482b.jpg,"[(0, 96, 245, 272)]"
46c361771.jpg,"[(561, 410, 571, 416)]"
46c5a6913.jpg,"[(0, 261, 73, 298), (292, 725, 433, 768)]"
46c9e04fb.jpg,"[(382, 69, 506, 94), (393, 112, 519, 138), (515, 224, 617, 243), (380, 258, 481, 275), (513, 259, 613, 281), (641, 430, 716, 451), (743, 450, 762, 503)]"
46cba0772.jpg,"[(411, 262, 656, 504)]"
46cd5b9e0.jpg,"[(416, 281, 434, 345)]"
46cf5c4b3.jpg,"[(90, 244, 134, 364)]"
46cfd841e.jpg,"[(636, 90, 716, 141), (721, 343, 766, 379)]"
46d0a235c.jpg,"[(703, 152, 714, 164)]"
46d120178.jpg,"[(617, 6, 699, 88), (612, 552, 638, 563)]"
46da9ed20.jpg,"[(346, 539, 353, 550)]"
46dc7e14b.jpg,"[(530, 559, 542, 583)]"
46dd54208.jpg,"[(437, 271, 449, 282)]"
46ddfa836.jpg,"[(334, 435, 530, 549)]"
46de3c08e.jpg,"[(518, 717, 534, 732)]"
46de59828.jpg,"[(346, 128, 455, 177), (10, 173, 37, 200), (129, 322, 157, 338), (658, 332, 768, 388)]"
46e04993d.jpg,"[(461, 155, 630, 456)]"
46e3b9905.jpg,"[(483, 474, 493, 492)]"
46ea5beb2.jpg,"[(705, 91, 717, 115), (695, 118, 703, 127), (32, 331, 40, 339)]"
46efae248.jpg,"[(253, 430, 344, 448)]"
46f3f4d6a.jpg,"[(177, 687, 187, 697)]"
46f55fe47.jpg,"[(245, 191, 438, 298), (165, 244, 174, 259)]"
46ffe6d9d.jpg,"[(60, 505, 300, 585)]"
470051cda.jpg,"[(121, 430, 141, 447), (357, 644, 382, 706)]"
47048e540.jpg,"[(501, 615, 509, 623)]"
4705de196.jpg,"[(240, 235, 253, 250), (221, 566, 228, 571)]"
4707c4076.jpg,"[(580, 532, 641, 621)]"
470d239f3.jpg,"[(725, 100, 768, 161), (691, 133, 749, 197), (603, 201, 636, 249), (404, 289, 484, 367), (231, 603, 252, 681)]"
470dd8fc3.jpg,"[(164, 609, 277, 768)]"
470e822a3.jpg,"[(339, 4, 429, 126)]"
470efcd7d.jpg,"[(519, 34, 578, 196)]"
470fddca4.jpg,"[(150, 440, 158, 446)]"
470feb8b8.jpg,"[(29, 263, 89, 340)]"
4710a55d2.jpg,"[(551, 669, 567, 691)]"
471415259.jpg,"[(344, 104, 360, 112)]"
4714bba8c.jpg,"[(610, 160, 633, 214), (388, 519, 434, 617)]"
471789c33.jpg,"[(709, 543, 718, 551), (710, 560, 737, 577), (699, 586, 716, 598), (699, 595, 713, 605), (697, 605, 710, 615), (693, 619, 710, 643)]"
471bf57ef.jpg,"[(554, 189, 587, 215), (475, 192, 549, 235)]"
471f41e18.jpg,"[(482, 77, 521, 108), (24, 196, 40, 228), (39, 275, 63, 315)]"
4720f286a.jpg,"[(699, 49, 720, 65), (683, 97, 704, 103), (655, 193, 676, 208), (629, 253, 647, 269), (626, 275, 648, 295), (465, 633, 483, 648)]"
4721d2d80.jpg,"[(179, 725, 193, 739)]"
4723bcff9.jpg,"[(703, 563, 732, 592)]"
4723c7101.jpg,"[(186, 697, 208, 714)]"
472575197.jpg,"[(7, 396, 27, 418), (15, 421, 20, 430)]"
472629e99.jpg,"[(413, 215, 524, 367)]"
4728d7890.jpg,"[(558, 429, 758, 708)]"
